Student_id,Assessment 1,Assessment 2,Assessment 3,Assessment 4
6197A165985EC3FAF5D47377C6BA7CDE,100.0,90.0,100.0,96.0
BFF3B46F0484ECD80E94B6B976BE4E84,100.0,10.0,90.0,92.0
6E4D3EFFF15207D95DA40B87B716027C,80.0,90.0,100.0,100.0
5119CD7A85F2A02B48F4ABEA052D60B4,0.0,10.0,30.0,88.0
7933F2A7E697D8CB0954179DE396C771,100.0,20.0,30.0,84.0
2F947B9BF4C5D65A3DF424E9AAA45DAD,No Assessment,No Assessment,No Assessment,No Assessment
C6D395F7C751D6585804EE6550C45405,0.0,20.0,30.0,76.0
D325535B24B84A998ED4F2C0B795BC21,100.0,100.0,70.0,100.0
F906489F87123DBAF8941F7D97C5A796,100.0,100.0,90.0,96.0
B250572EAF18D60966C453180DDD4665,100.0,100.0,20.0,76.0
4570D9397E6EF36ABDB4AFBB65C3120C,100.0,100.0,100.0,88.0
5CF66A3DCE1AF5D86C14167BE06B9D3D,100.0,100.0,30.0,96.0
8E9D71475ECC08E9E584085E1F8645E1,20.0,80.0,20.0,100.0
B41A3192D7CBA25B0CE45A919EED6669,100.0,80.0,60.0,96.0
C3BB615A13BFA499A6B451E9B09EA5F4,100.0,90.0,100.0,100.0
D678883A8ED5FF0A0B34F17CC4A7CACE,100.0,100.0,100.0,96.0
BCDD193FEAA69E080BE42DD2A3611A59,40.0,90.0,30.0,92.0
BF066EE0A49D43B946D46F1D9CA540AB,100.0,100.0,100.0,84.0
EE1E091F4D66AA8AF7C4745999C8DA9E,100.0,100.0,70.0,96.0
44BEC6FC7AD071EAE8B4559C1D2EC2AE,100.0,100.0,60.0,84.0
2E9DBB242FBB8D5A5064301347DD072D,20.0,100.0,100.0,88.0
CF2A6CA0A18F8A9A14A44C08348888E8,40.0,100.0,No Assessment,92.0
2349F7AE5664E0AA89F41158424DFA6B,40.0,20.0,100.0,96.0
1F5025EAC75317BB4F245569338A8B3C,No Assessment,No Assessment,No Assessment,76.0
A14F248A574462780564F69771476AEE,100.0,100.0,100.0,100.0
8100BEA1A247C29ABD943A600407A508,20.0,40.0,No Assessment,76.0
43E63033BFFA867BCAC48D922FF3854D,100.0,60.0,100.0,100.0
B0F95C8670BF6389DAA46C22E20042A4,40.0,0.0,40.0,88.0
84EEBEC03BD8A589D00481DAF2DC9A5F,100.0,100.0,90.0,84.0
97089F4853DD1A2BF85400F183114B35,100.0,100.0,20.0,84.0
65818EEC6314EB6A69B4C4E41A17170D,No Assessment,No Assessment,No Assessment,No Assessment
A222503580DA1DEB6054660544AC41AB,100.0,90.0,60.0,100.0
2799B2058A8579DB7A14BD1FD5A7D1A1,20.0,20.0,30.0,80.0
21AB8D8F8967D6E96A94FFD1EA65E1D5,100.0,90.0,100.0,96.0
53181EE69091FF28EF94E47B239ED975,100.0,70.0,100.0,100.0
758E0DC8C9238BFAC1948D341B612A14,80.0,50.0,70.0,88.0
E68ED4D7D61D764A1364EDDC514D0005,100.0,90.0,100.0,92.0
B8DD14B71A84E3795334F5891F58BDA8,60.0,50.0,30.0,84.0
9CEB70BF373F46A9D4948DDF06820C0C,100.0,50.0,40.0,92.0
5CC97DD25B47B3B91D7408F6F15C7A84,80.0,60.0,60.0,88.0
24DA85AD08AB5EEAD23443664A0BD9AB,100.0,70.0,50.0,88.0
29762D062F5EE67A6E648BBC70ADDC6E,40.0,60.0,40.0,88.0
2326D2D7F814A648188412178543ED0A,100.0,100.0,60.0,92.0
45A62C3D1B4F9A09B3846161C12469A9,40.0,60.0,60.0,92.0
6873A7622DC41C3BE874F11E44FE5475,100.0,90.0,100.0,96.0
FFFCE33FAF5D52882344B1C2B42C3C37,100.0,90.0,60.0,88.0
B2960C97A233E6B94334381D0423EE14,40.0,50.0,100.0,92.0
5C879DD4BA7B04B80F24C9C6E58CFE1E,No Assessment,No Assessment,No Assessment,No Assessment
A7C03A5196E504384EC42F80C3C142F6,80.0,100.0,90.0,80.0
2DF0FC1E4A0B30FA3894DF939EA77BB8,100.0,100.0,100.0,80.0
60139259282620180B14608C13CAE4D9,100.0,100.0,100.0,84.0
08C3DC31C5FE166B0194F9A574328430,60.0,100.0,100.0,92.0
C06EA23E4E21886BB6F4A078253C1458,100.0,90.0,100.0,88.0
81C98051E9532F28B4F44A9AE7C3B5B6,100.0,100.0,100.0,84.0
16AA32008E4E4E0801648201EE370CCB,100.0,100.0,100.0,100.0
C4F82004975EB4FBE7440A5678A6E02F,40.0,90.0,100.0,88.0
E7D5681B4EB4D2BA59543BDDE85B8905,100.0,No Assessment,70.0,84.0
9B3AAA927107D96BCFE4F4B3EBBFF99F,100.0,50.0,40.0,88.0
F365D68E7572F4197984AAACF3656E8D,40.0,No Assessment,No Assessment,No Assessment
F90E6DB3B99D222A72D4F827E0501102,60.0,100.0,60.0,88.0
E2BBC01444ACAD399E842233458EE735,No Assessment,No Assessment,No Assessment,No Assessment
AD642AB75A796F4BD814070C4DE2EB55,60.0,100.0,20.0,88.0
7F247FF2A0E6BA39A0049CB74C82D15D,100.0,100.0,100.0,92.0
528FA78744EEAD9A7E04E8BAE79C66D6,No Assessment,No Assessment,No Assessment,No Assessment
72E61D95A3FB4C9BD554FEE6E0B3344F,60.0,70.0,60.0,96.0
899E16FD1BA88AD89F545B069A0B2CE9,20.0,No Assessment,No Assessment,96.0
58BB8886E260FC78B414CE5D16851863,100.0,90.0,100.0,88.0
0EE09312D3F9F50B008430DF3D976647,100.0,100.0,90.0,84.0
D75613A361D453F89F24E7CDFA0F5798,100.0,100.0,100.0,92.0
8E5A51B457C12BEAAFB48945A9AE7E92,80.0,70.0,40.0,96.0
A382AEC08E108A7803D4B1B315540094,No Assessment,No Assessment,No Assessment,92.0
7D3149053D95D4082FE4F4D9FC15E7F5,100.0,100.0,100.0,96.0
FF0DD1D20768090A9E2406C0A4BAB5A3,100.0,100.0,70.0,80.0
8E46AA19FF1A4DB94E44720E7DB5F44C,100.0,100.0,70.0,96.0
975702C2E976D71BECE4FC3C36ED1D48,100.0,100.0,100.0,80.0
90E0FCB28B3A04ABC7C49310CEE98593,No Assessment,60.0,100.0,92.0
D0ABDE8F29BC3B7AE394C4E55A27C013,100.0,90.0,100.0,96.0
DDFCC881A1096F4B2414CBB3C784BDEF,100.0,100.0,100.0,96.0
6A14513ADB39D2B9F744DA771CC1DDDD,60.0,10.0,20.0,44.0
2EF55AF5713D7D5A7884250DC7E44F52,100.0,100.0,100.0,No Assessment
168E6D8147B2D2296864CF2B325ABC0D,60.0,100.0,80.0,80.0
1C3995A8814FDF09D1A40E013D573C4C,No Assessment,100.0,100.0,88.0
439162FCAF33E129E10470E44DA6A5F0,20.0,70.0,100.0,96.0
EB8E4D719FA48B092D14D65BDE5B8512,20.0,100.0,80.0,92.0
3C0657996795DA9A7CB45C4DD6E50F75,100.0,80.0,100.0,92.0
3804A92786DDF34A16F4DEC2F1B4CF02,100.0,90.0,100.0,92.0
7D57B32613832F1A8BE431E59AEA608E,100.0,30.0,20.0,100.0
D694ADA30AF98F4A9EE4EED0A015FDF6,80.0,30.0,40.0,No Assessment
2FEA46813072438A8EA40D3FC0D9C5F1,100.0,90.0,100.0,88.0
F2915C70098DF71B305402E7EE063E72,100.0,90.0,60.0,96.0
969107BAD36998B8FD341FD7F2CE944C,100.0,90.0,70.0,92.0
2BE53EBEF88E506AB5B4CBD6977EF801,100.0,40.0,100.0,92.0
620D18B383B0F4A9124443F70C47C289,100.0,100.0,50.0,88.0
EB42721FC57AD7987E841ED31294BEF5,100.0,100.0,20.0,76.0
D7B01701FF0B7CA96C74383CDC9D7E3B,100.0,80.0,40.0,84.0
D2BEB57988D6DB7A0644CD0E321AD05B,100.0,100.0,100.0,88.0
E2E4B4EA176E4609EB24492499D53A42,80.0,100.0,100.0,92.0
F795DDC7C7665EDA62246A66BC330089,100.0,100.0,80.0,92.0
026356E317CF7CC8961487897222AAB0,100.0,100.0,90.0,88.0
5C954C6274D3D64A7354B85C5AEE0F78,100.0,90.0,100.0,92.0
361E0E999C6D09D9F874C2C44106F0B9,100.0,100.0,100.0,100.0
1A6C4B00A29733FA7DA41FE670F0C12E,100.0,100.0,100.0,100.0
2CACCF0CD5ECD7581324C8C06D826450,100.0,100.0,100.0,92.0
5ED3B3C9519D665BA8C47C6AAEF241A2,No Assessment,No Assessment,No Assessment,No Assessment
4444F6B099582089CEE4D9563906D7DB,100.0,90.0,90.0,96.0
4FB7289E3CF3F1893C64A302DF5EDEF2,100.0,100.0,50.0,96.0
129FE8A3EDFEFF3881943EB759353CC6,100.0,100.0,90.0,100.0
512BE52A56BED57B85D476A297F2E9DB,20.0,100.0,100.0,84.0
F3A8B0EC9F42ED8A4B8401EDC46AAF6D,100.0,70.0,90.0,92.0
5A238ED1D8F81F39C8D438828F667FEB,100.0,100.0,No Assessment,96.0
F0E8347083AAC17817C40223A389F041,80.0,100.0,100.0,84.0
92D9B65D1184BC5AA694FDC1F726F7BF,100.0,100.0,90.0,88.0
B3C3D6DACCFE9A484F14F8C010A854BE,100.0,20.0,40.0,88.0
AB3126F9A61BF639D2A436D1206E4205,20.0,50.0,20.0,100.0
D4A70BF6AF2F24C8B394EB6B7FE0BEA0,100.0,100.0,100.0,88.0
92F3689DF03DF078AC84771526E404CD,100.0,100.0,80.0,92.0
898406A80BA796B8675485477FF69913,40.0,100.0,100.0,92.0
EE22A99D089A2E1831945977F6FB814C,100.0,100.0,90.0,100.0
58BB9834C8DBDD3965341D77F0127E89,No Assessment,No Assessment,No Assessment,No Assessment
703EB88E8B39CB5A24F4E69E5FAD1BA5,100.0,100.0,100.0,96.0
E792ED21D51B4A98FED47F9E5597DFF6,100.0,100.0,80.0,88.0
93B4B20E07DBA4A8AE143612D578E2A8,40.0,100.0,100.0,88.0
BDAE8E63BFFE17F8F724A5B4CDA7B06A,60.0,100.0,100.0,88.0
252B0F4DD6FCC9AAF0A41C06ED645BC7,100.0,100.0,30.0,96.0
304330018A8FD8789934A68DBD666767,100.0,100.0,100.0,92.0
4708A4400835F23A2B84FF4709518439,100.0,90.0,100.0,92.0
9A7FCB61F95BA5C809D477D966582E97,100.0,90.0,100.0,72.0
BF8B4AC3E7959529E634959122E2838F,100.0,100.0,90.0,92.0
3E12503246762899B1D422C02E382529,80.0,90.0,100.0,96.0
C5525CAA367BAF887B849A5550C079C5,80.0,40.0,30.0,84.0
B2EFD7563BD9AC1929647BFEC12AB506,No Assessment,No Assessment,No Assessment,92.0
DD700B07ECB1E419F844EABDA89D5FE7,No Assessment,No Assessment,No Assessment,92.0
8B06D0E0A57B560AD1F404C0560141B0,No Assessment,No Assessment,No Assessment,No Assessment
9D99D3C62D1A5AEA7F14EB51FCBFA3F9,No Assessment,No Assessment,No Assessment,No Assessment
254AE9B2DB39615871E4B88CB84B7804,No Assessment,No Assessment,No Assessment,No Assessment
57729EFCB0BD2E38B2043556234B6B75,100.0,30.0,100.0,92.0
85832662DA2C852B4954C5048E536C32,100.0,100.0,90.0,96.0
D6F6F28C1954FD2BED64A4EFDA38C1CC,100.0,50.0,100.0,88.0
F33479FB73E150FB7744DBD9D7CF5E84,100.0,100.0,100.0,88.0
A37FAF2F1B0281197FE4B9AFBD3BC81C,100.0,90.0,100.0,92.0
CCD2870516195BE88904B142EC03BDF7,100.0,100.0,100.0,76.0
BB515FB1595809EADBC4357009585C96,100.0,100.0,80.0,76.0
BF164C859C8E1C5945C4AF14341735E0,100.0,60.0,80.0,96.0
9A971BD6FE592AEA9F5486B947583BE6,100.0,70.0,100.0,92.0
10FF2AD54BC0945A91F487A420487F00,100.0,100.0,90.0,80.0
D468921CEFED84391524C8A7019174A6,100.0,100.0,70.0,96.0
1B23F0FFFDA875CB5DE4D31C883D85E7,100.0,100.0,No Assessment,92.0
296103C674D3077A5BA4B7299FEA53AE,100.0,100.0,80.0,88.0
68594D41C81D1FEAD0A4F76BDAD6D209,100.0,100.0,100.0,92.0
BFD4ECA4BA84A83934E4DEFABD43F183,80.0,90.0,90.0,84.0
8B06378C541F6048E944B16C0D2A87B1,80.0,90.0,80.0,84.0
6F93DBEAE979D79BF864F152A097C864,100.0,90.0,100.0,96.0
A6212D2077F56CA8B6D42E455633083B,100.0,90.0,100.0,80.0
A5AEB044FE46ABEACCF4B7E0F810035F,100.0,100.0,100.0,88.0
8AFAC7BD17916ADAF384CF3A66F9D2FC,100.0,100.0,100.0,72.0
5BFABF2DF0CF96799DF45E918845180E,100.0,100.0,50.0,96.0
D7F68442AA8F8D3BF3D462543E8D69BF,100.0,100.0,100.0,88.0
77E832A111A7F77B00B482185FD8134C,100.0,90.0,100.0,96.0
DE2A288D36A3CA09A5E4ACC8C3EA7C17,40.0,No Assessment,No Assessment,No Assessment
8A49B732FB9C7ADBE91458806FA2EA00,100.0,100.0,100.0,88.0
7681845FA41EAF8AF7B44C58E3120F80,80.0,100.0,100.0,88.0
1905054FB1AED6782694D859AD67DA47,100.0,100.0,100.0,80.0
D008CD5F6C72A38A5154529FEB28AC76,100.0,100.0,100.0,92.0
88CB2BB955CA6ADA63B47A70495B6DF2,100.0,80.0,70.0,92.0
D80B7182B73516CA3BD4BB475317188E,100.0,60.0,30.0,88.0
772AA96E917CAEC8E4546C9F6A12FD62,100.0,100.0,80.0,80.0
D85441E5B81980B9DFF4971715E9FD9E,No Assessment,No Assessment,No Assessment,No Assessment
F77B7DDC7674A38A94E46F010D3030BA,100.0,100.0,90.0,92.0
9AF28FE794E575FA5234ED65988CA80E,60.0,80.0,80.0,96.0
0E78DF9491383CF99784D34BBD4FA9C4,40.0,30.0,No Assessment,No Assessment
81B87941AB9CDFAB7564C039B9F41AEF,60.0,100.0,80.0,96.0
553B0314A4B8F8CA89344FF3514FD2BF,80.0,100.0,100.0,84.0
680F84E5880DDBCBE81460FED82AF04C,80.0,100.0,100.0,100.0
B55272D4CDE3D62961D4CC2465AA4FA6,100.0,60.0,100.0,88.0
06DB3D164780023B8894770392094CA5,100.0,100.0,100.0,96.0
C00BAC8766EA86B8B6E43CB85E840402,100.0,100.0,100.0,96.0
B57E8183871279ABC7C41D2FF7CCCF16,100.0,80.0,100.0,88.0
DE6AF864D7284A4873F43484E8AD1080,100.0,100.0,80.0,92.0
FB60BFF452EA16D80414023C362AB384,100.0,100.0,100.0,96.0
826505373076A589DFC45C9FA44B9360,100.0,100.0,100.0,96.0
687D697B8FCF3258FA04B7A6F8A9EEAB,100.0,100.0,100.0,96.0
7782AD1EAA5DEB495D64243341F08023,100.0,100.0,100.0,100.0
EA5A5468A6DF80BB0CD4521E0A557B56,60.0,20.0,100.0,100.0
0428F2A66B4B201AD30436D8E7C61BF9,60.0,60.0,80.0,92.0
B0D70A3255A1A129284434DEE894FE49,80.0,90.0,100.0,96.0
42D0DB6B41523428E30433EE9AECBB20,40.0,100.0,100.0,96.0
D0CE8C2E21F52CCB6E84192B4DC51CAB,100.0,90.0,100.0,96.0
ABD048BF50FD74197A940F736BA24E26,100.0,90.0,100.0,96.0
A423981D83D65B4A152489FAB5FE107A,80.0,80.0,100.0,88.0
040EA3FA1A70B74A9704FF0EA53A97D7,100.0,100.0,100.0,92.0
78F5314D91C8557855A42E11F166BFFA,60.0,60.0,70.0,88.0
A1E715872EFB476A18545AC9E016B0C7,100.0,80.0,No Assessment,88.0
349458A8D46F3408D6A46FD52B7A3BBE,80.0,80.0,80.0,80.0
5E1549BAC3C5DCB8FED47FD8CF0876E1,100.0,80.0,50.0,88.0
FCAE001038AE746A50A42B671087C72F,40.0,60.0,40.0,92.0
417296F0F67D595BA8D4F06D085A7A2E,80.0,70.0,40.0,100.0
C04495B20FA4D43BDED44491E702B1A6,100.0,100.0,100.0,100.0
40392AC36A75574B4844814903D1B832,100.0,100.0,80.0,80.0
EB6FFA8ECD6982CB4D24C7E90FE292A4,60.0,No Assessment,No Assessment,80.0
AF92AEAF54B637FAC9F45108AD31054B,100.0,90.0,100.0,80.0
668FC59CED4E8A9A37746F274E13B275,40.0,100.0,10.0,92.0
DD5F9E8A9F466ADB5AF4305DA878C0B3,100.0,100.0,100.0,84.0
5FB8C3906ED3F1FBB3C4CC979088E0E4,80.0,90.0,60.0,88.0
A9BADE763E0128AAC014C680D3527284,100.0,100.0,80.0,92.0
263F7BC76488586BF814052D73EF775D,No Assessment,No Assessment,No Assessment,No Assessment
01AA436323002FF902A4C9E4C1F9B4AD,100.0,100.0,90.0,92.0
86BF125350D2C419E56438A135B92E15,100.0,100.0,90.0,80.0
89A625304FAE24CA6CE4E535781912F9,100.0,100.0,100.0,88.0
165CB7F7461DD53AFEB4F590E6A74062,100.0,90.0,100.0,92.0
36FAFF8423BD2A5889549E1DAFE90DED,100.0,30.0,100.0,96.0
9831ABB7D2FDC9C91BF4EC7A0ADFB289,100.0,90.0,100.0,96.0
69E19CAD9F357D88DC24B996A5A1E82C,100.0,100.0,90.0,100.0
B2B981D0024FAC38F9046D982766C8C8,100.0,100.0,100.0,100.0
9C7B850FF151995B0C646B6F54088F42,100.0,70.0,100.0,100.0
FF56BCDBF6B8C20881D43277CE68AFE6,100.0,90.0,80.0,96.0
D8DDF697C2C366CB6384C64B9C6907DA,100.0,100.0,70.0,88.0
23E65EF5394D9F88098492F1F78231B5,No Assessment,No Assessment,No Assessment,No Assessment
6D38F05F6A2B80A93744F08277CB98B4,100.0,80.0,80.0,92.0
9E6195E1B34B36BB05C494D041A03424,100.0,90.0,100.0,92.0
621C16D4D8787569DAB41D741A67A379,100.0,100.0,100.0,96.0
7C2B04F3A301A8CA59E41AA8272C813C,100.0,100.0,90.0,92.0
5329182EC61172FA83E49FEDDD322CE6,80.0,90.0,80.0,84.0
9F6E04AF83F5F76B6FC4814BC824B84D,60.0,60.0,40.0,92.0
90821FC71CE06F98CA74784B5B887A25,80.0,100.0,100.0,92.0
C8DD99E534B00688E39485C61EF9C2DA,100.0,100.0,20.0,No Assessment
998EF5528F9978BAE5145DDB6664F0EF,100.0,100.0,100.0,80.0
E584CF26711D8CB91914357E80B8FA8F,40.0,100.0,100.0,96.0
F4B6ABC778968A6BF364B75027A1B01D,40.0,100.0,70.0,No Assessment
8C44E489B97C57188FF4BE6651FE2671,40.0,90.0,70.0,96.0
18ABE72813F4BA68D854952BF26BF8A8,100.0,100.0,50.0,100.0
515F4A05A658ED4873A4E863FE8D2E91,100.0,70.0,100.0,96.0
42A33102D33282DBC2C46444370108B7,100.0,80.0,80.0,96.0
BFDEDAA0129BC12B8F7494576F4C257C,100.0,90.0,100.0,88.0
85EB148524B51FEB39A4ED9E49F58DEC,100.0,100.0,100.0,96.0
70BCF55EFCDDC7AB0674C919C9D2B7BD,80.0,90.0,100.0,96.0
9B5620255A417A98FF24428DF96A4BC6,100.0,100.0,30.0,100.0
E4A3858FFFF208ABB65451CC75A6DF8A,40.0,70.0,40.0,88.0
57AB22EEC51616D8E324A65C1079F265,100.0,100.0,80.0,76.0
8731E62DAC25A1CBB904F3AF7156AA17,100.0,100.0,100.0,84.0
EB699B2D12986D4932E4D5B93D97F09E,100.0,100.0,100.0,84.0
5771EC161CFC75F89EE4DB79477C9F71,100.0,20.0,30.0,80.0
FED51383FBF65D5B3E643360E59FEE6E,80.0,100.0,100.0,88.0
C4E23538EF9EB94B9214DEC746B837CC,100.0,100.0,100.0,88.0
E50CD46E16731D1ACFD4EE948945570F,80.0,100.0,90.0,80.0
3F00C1F7BB60B619CB841D8E1686CAEE,100.0,100.0,100.0,80.0
1C6FDB2CD761D1AA88C45C6B1C8EAEB5,100.0,70.0,50.0,92.0
7C51FEFCAE10AF09DBC4DFE625C50627,40.0,80.0,100.0,96.0
AA7DC791677BF65B5DE4C3280134BF40,100.0,100.0,100.0,80.0
94886952A5311D69C7D456F7BAAB7CFF,100.0,100.0,100.0,88.0
5A7FE9F5240F40495CB43D91F0963365,100.0,100.0,100.0,96.0
3BB6A0C0E098D189C384172BDCB73AD4,100.0,90.0,100.0,84.0
FA0C861537CECD1B9E0422A39F1778B5,100.0,100.0,100.0,88.0
9CAD5998E4948EC9A934BEF9238BDCE2,80.0,90.0,80.0,84.0
BFDE09963893A61B47746CF167AB6C67,100.0,40.0,60.0,96.0
3007564A6A75125A3F64B709EA8FDD63,100.0,100.0,80.0,80.0
43707AFA3506CD58B8E445496BDE2BE0,100.0,100.0,100.0,76.0
239B9FE19CAFB989BEC48CC711EC00EA,100.0,100.0,90.0,84.0
3D6756B2735010BA3F84A35910EB624A,100.0,100.0,90.0,100.0
D2B3D221EA5F77FB42D4990CD1B77E7C,80.0,100.0,100.0,76.0
22720BD885AC198BCEA480F877A46039,100.0,100.0,100.0,76.0
B9C646011CBFCF4AE6D4AD04706F1125,80.0,90.0,90.0,88.0
3DE6294BCD636278FBD47C9DB356ED78,60.0,100.0,100.0,80.0
96D1F8FB2717C5EB3454BF1D840FD60B,100.0,100.0,50.0,88.0
F75ADAC75F68108820C45399D636F08E,100.0,100.0,80.0,100.0
5F8E6C47B1A969EBC4A49CDACA0249BC,80.0,100.0,90.0,88.0
A975E369D45770FB7324D4D4A3237F21,100.0,100.0,100.0,84.0
8656A623AC1AC23A80B436D704B4155F,100.0,100.0,90.0,84.0
2A4473E5AAD1A26ADFE4A4FE2A5EF938,100.0,90.0,80.0,92.0
71DDDD641B7F713B8024B6C6246C8BC7,100.0,100.0,70.0,88.0
2B825C40F9A9275B6B04043FFC44ABC6,100.0,No Assessment,No Assessment,68.0
86009834AB7241AB4484D0981EACDFE5,100.0,100.0,100.0,80.0
4DCDAB4657FE08EABD945EF445211B1F,80.0,80.0,100.0,80.0
6224C15113E4295ADBB414BD0009F27F,80.0,60.0,30.0,92.0
68F3B1D2308E957A20E42B648E8A8046,100.0,100.0,100.0,96.0
15307CB5F9917A99A404D5ECD7012539,100.0,70.0,40.0,96.0
35617B3569E6184827244E3A1D3EE39B,100.0,100.0,90.0,96.0
B248FAD259E4B9A93994A71D3F22A6E0,40.0,100.0,60.0,80.0
40B38E74372FD7F90164F6676840D09E,100.0,100.0,30.0,88.0
5CEB0C90FC106C39CAD439D30EF3AB88,100.0,100.0,100.0,88.0
6E15481F228FC0D89894EFEA43B0C6C0,No Assessment,No Assessment,No Assessment,No Assessment
6AD771811ACB864B7D84CB97413BAE73,80.0,100.0,100.0,96.0
F72AB7F470AC7D0B001459B78BB229CF,80.0,100.0,100.0,92.0
7E40C6678E499B7B78C493977309B318,20.0,80.0,100.0,88.0
81E6642D14F30B882F34A7F3376096AF,40.0,50.0,60.0,92.0
EB5A63E14988525B87B43AE2F12E8392,100.0,100.0,100.0,88.0
C958A3B863F8DDAB2C14B83D11AF0EC1,100.0,90.0,100.0,96.0
DFF9D4DB0A15297858041FBA890B3464,100.0,100.0,30.0,96.0
54D98DCA53E7ABFA31448C9483D14D6E,100.0,90.0,100.0,96.0
C1AF1638584E40DB5BD44A532140447A,100.0,100.0,100.0,96.0
D3D5DC58ED9DC27AD6442B04A6BCC3BA,100.0,100.0,40.0,84.0
79037C7DC435894BC774BC013FDA50B8,100.0,80.0,100.0,88.0
C103F712565323ABE3A4CA9F9EA4978D,60.0,80.0,80.0,96.0
2A82112622846059CCA45CD2FE2E4614,80.0,90.0,100.0,76.0
65133D288D1B724ABC04765E85945C85,100.0,No Assessment,No Assessment,No Assessment
E60C06495694DFAAC7C435A94ABEF2CE,60.0,50.0,30.0,No Assessment
9A42D59F99A1BC5A4A44C375944693C8,100.0,100.0,90.0,88.0
9135F20F7797AE09C3748C6E191A7844,100.0,100.0,100.0,96.0
AFF8316FD25672BB13243D814155D632,60.0,30.0,20.0,84.0
B7829BF02E4134EAD124385A54EE12E9,100.0,80.0,100.0,88.0
47DA1AAE42395D3A4D3474D4AA93FA4C,80.0,100.0,100.0,100.0
2917DCC6F443F979481443B4477EEDB6,100.0,100.0,100.0,88.0
31EC534D1AC20F0A336454EA4C2B4797,60.0,100.0,100.0,88.0
45F3730A16D654AA6C043FA2434F46EB,100.0,70.0,80.0,92.0
EFB7A30CD1896B781D84A386253B066A,100.0,70.0,100.0,96.0
8350657598A5EDBBDF5449C4CCDD0CD7,80.0,80.0,20.0,92.0
9B4CB6E406C4E3D95414F6678F2F4357,100.0,90.0,100.0,92.0
4F7088EBA4641B181744EF0D9DF26E99,60.0,80.0,80.0,100.0
2860355B7642D5DBD874C67E67D9346E,40.0,100.0,100.0,100.0
E362AC973EEA03FADBA44786FF608735,100.0,80.0,100.0,88.0
F7F98965CD63EA0B28B4DDA64A65EA71,60.0,30.0,100.0,92.0
7569E8DE6395574B4C04875245D233E1,100.0,100.0,100.0,88.0
42E1B89C207A4BDAF2F4F19449D26C6C,60.0,100.0,60.0,88.0
6B9806DE8C4B0A2B2CD4A2F8D5F49E10,60.0,100.0,100.0,88.0
4DE1F94189EA459AEB540F8587F83814,100.0,100.0,80.0,92.0
A35EDAC1ED9B290B4C1486E8D7A0261A,80.0,80.0,50.0,84.0
79E89293E7036749E4B4DC98254959E9,100.0,100.0,100.0,100.0
973141C4A3A49A0A7354D4C9461DEE31,100.0,100.0,80.0,80.0
01C1557D968921AB4CB4CD4919E2D089,100.0,90.0,100.0,92.0
8C841EAF91CE17899DA461034D98A822,100.0,90.0,80.0,96.0
A78FD4BE40EE72C92A64322819DD90CF,60.0,100.0,100.0,96.0
D7AB7995E74CBA8AFCC4FAE310E11115,60.0,80.0,100.0,92.0
97C8598AFE2BC308A324C8B3721977A0,100.0,100.0,100.0,100.0
E2C340D8DB1421EA5E14405EAB4709F8,100.0,100.0,90.0,96.0
41383CB34B4BBDEAAE24433C83022B45,100.0,100.0,100.0,80.0
4DEEA1733D7CE8E8E7141794C36AECD2,No Assessment,No Assessment,No Assessment,92.0
035E8B07B4081448E2D4FEE11E2A4A74,100.0,80.0,20.0,92.0
5ADD0F7F860140B8B504D110E060B1F7,80.0,100.0,100.0,100.0
CEEB4C8D5D5F450B11D44BA19CF6E8E7,40.0,100.0,100.0,88.0
096952918FA9587909F47E9C4E668C20,80.0,100.0,90.0,80.0
11EE42D29CD4083B22B4D6A810C51437,100.0,80.0,100.0,100.0
D6BB4D42082B8B9BC504E0B16FC57884,100.0,80.0,100.0,100.0
EDC2615DB0BD1E08F044E32443CF9F9D,100.0,100.0,100.0,80.0
0F7800D12EEE65AB71647D73770E99E6,80.0,70.0,80.0,92.0
2D33F7869C48E85B62743A16CB40C068,80.0,60.0,40.0,92.0
0DE53F2716656238B09471481DC2F7FE,100.0,100.0,60.0,96.0
9AA6D2A64A5967C8E1F409EE5B5EBF74,100.0,100.0,100.0,96.0
25A0D746E3FDD37A508429B8EF31A5AA,80.0,60.0,40.0,100.0
C4194C4863F57159054492AEEEA4A931,40.0,30.0,20.0,100.0
03E4D13A7382164B9EA4A488DAFFB545,100.0,100.0,100.0,84.0
C5AA17B11EAE13AA3424E020250A463F,100.0,90.0,60.0,100.0
EB3650016E38908904D446AD95B0144D,100.0,100.0,30.0,100.0
002C6BA922BE3E0BC68468994A86D6CF,100.0,100.0,100.0,100.0
9413170504E04B3A015414E02773F325,100.0,90.0,90.0,96.0
3410E7C79DF83BBAE104340A34C76319,100.0,100.0,60.0,92.0
5A2FF3AAF7204FBA11C49F82BFFF14E6,100.0,100.0,80.0,100.0
723E42A2CAC2573908E4D50AEADF0FD0,100.0,100.0,100.0,88.0
2C1BB4A6141D9259C544524B62B159DC,100.0,100.0,100.0,80.0
233CDC61B56A57F9BB04671EE1C0CC0D,100.0,80.0,90.0,92.0
098BE80D57FD7DBBED24B4E547DE1B4F,60.0,90.0,100.0,88.0
CE886AD64CE61AEAB13475207EDD32D9,100.0,70.0,80.0,92.0
19B355BE743659ABFD04954DB2354A43,100.0,100.0,100.0,88.0
97BDC58107CA2E780F3484BBA1A86282,100.0,100.0,100.0,96.0
E1EEDA817DE2761A8DA4C399A076576F,100.0,100.0,100.0,88.0
